pair,training_method,task,seed,from_prediction,to_prediction,count,rate,n
label_only_sft,label_only,rev_util_verifiability,44,5,5,14,0.017766497461928935,788
cot_sft,cot,rev_util_verifiability,42,invalid,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid,3,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid,4,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,invalid,5,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,1,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,1,1,54,0.06852791878172589,788
cot_sft,cot,rev_util_verifiability,42,1,2,1,0.0012690355329949238,788
cot_sft,cot,rev_util_verifiability,42,1,3,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,1,4,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,1,5,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,2,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,2,1,225,0.28553299492385786,788
cot_sft,cot,rev_util_verifiability,42,2,2,103,0.13071065989847716,788
cot_sft,cot,rev_util_verifiability,42,2,3,72,0.09137055837563451,788
cot_sft,cot,rev_util_verifiability,42,2,4,3,0.0038071065989847717,788
cot_sft,cot,rev_util_verifiability,42,2,5,1,0.0012690355329949238,788
cot_sft,cot,rev_util_verifiability,42,3,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,3,1,10,0.012690355329949238,788
cot_sft,cot,rev_util_verifiability,42,3,2,48,0.06091370558375635,788
cot_sft,cot,rev_util_verifiability,42,3,3,165,0.20939086294416243,788
cot_sft,cot,rev_util_verifiability,42,3,4,53,0.06725888324873096,788
cot_sft,cot,rev_util_verifiability,42,3,5,9,0.011421319796954314,788
cot_sft,cot,rev_util_verifiability,42,4,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,4,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,4,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,4,3,3,0.0038071065989847717,788
cot_sft,cot,rev_util_verifiability,42,4,4,9,0.011421319796954314,788
cot_sft,cot,rev_util_verifiability,42,4,5,5,0.006345177664974619,788
cot_sft,cot,rev_util_verifiability,42,5,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,5,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,5,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,42,5,3,4,0.005076142131979695,788
cot_sft,cot,rev_util_verifiability,42,5,4,9,0.011421319796954314,788
cot_sft,cot,rev_util_verifiability,42,5,5,14,0.017766497461928935,788
cot_sft,cot,rev_util_verifiability,43,invalid,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid,3,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid,4,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,invalid,5,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,1,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,1,1,129,0.16370558375634517,788
cot_sft,cot,rev_util_verifiability,43,1,2,1,0.0012690355329949238,788
cot_sft,cot,rev_util_verifiability,43,1,3,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,1,4,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,1,5,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,2,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,2,1,153,0.19416243654822335,788
cot_sft,cot,rev_util_verifiability,43,2,2,100,0.12690355329949238,788
cot_sft,cot,rev_util_verifiability,43,2,3,79,0.10025380710659898,788
cot_sft,cot,rev_util_verifiability,43,2,4,6,0.007614213197969543,788
cot_sft,cot,rev_util_verifiability,43,2,5,2,0.0025380710659898475,788
cot_sft,cot,rev_util_verifiability,43,3,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,3,1,8,0.01015228426395939,788
cot_sft,cot,rev_util_verifiability,43,3,2,33,0.04187817258883249,788
cot_sft,cot,rev_util_verifiability,43,3,3,145,0.18401015228426396,788
cot_sft,cot,rev_util_verifiability,43,3,4,58,0.07360406091370558,788
cot_sft,cot,rev_util_verifiability,43,3,5,9,0.011421319796954314,788
cot_sft,cot,rev_util_verifiability,43,4,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,4,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,4,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,4,3,10,0.012690355329949238,788
cot_sft,cot,rev_util_verifiability,43,4,4,15,0.01903553299492386,788
cot_sft,cot,rev_util_verifiability,43,4,5,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,5,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,5,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,5,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,43,5,3,4,0.005076142131979695,788
cot_sft,cot,rev_util_verifiability,43,5,4,13,0.01649746192893401,788
cot_sft,cot,rev_util_verifiability,43,5,5,23,0.02918781725888325,788
cot_sft,cot,rev_util_verifiability,44,invalid,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid,3,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid,4,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,invalid,5,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,1,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,1,1,119,0.15101522842639595,788
cot_sft,cot,rev_util_verifiability,44,1,2,4,0.005076142131979695,788
cot_sft,cot,rev_util_verifiability,44,1,3,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,1,4,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,1,5,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,2,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,2,1,162,0.20558375634517767,788
cot_sft,cot,rev_util_verifiability,44,2,2,111,0.14086294416243655,788
cot_sft,cot,rev_util_verifiability,44,2,3,73,0.09263959390862944,788
cot_sft,cot,rev_util_verifiability,44,2,4,5,0.006345177664974619,788
cot_sft,cot,rev_util_verifiability,44,2,5,4,0.005076142131979695,788
cot_sft,cot,rev_util_verifiability,44,3,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,3,1,5,0.006345177664974619,788
cot_sft,cot,rev_util_verifiability,44,3,2,38,0.048223350253807105,788
cot_sft,cot,rev_util_verifiability,44,3,3,157,0.19923857868020303,788
cot_sft,cot,rev_util_verifiability,44,3,4,57,0.07233502538071065,788
cot_sft,cot,rev_util_verifiability,44,3,5,15,0.01903553299492386,788
cot_sft,cot,rev_util_verifiability,44,4,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,4,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,4,2,1,0.0012690355329949238,788
cot_sft,cot,rev_util_verifiability,44,4,3,3,0.0038071065989847717,788
cot_sft,cot,rev_util_verifiability,44,4,4,6,0.007614213197969543,788
cot_sft,cot,rev_util_verifiability,44,4,5,4,0.005076142131979695,788
cot_sft,cot,rev_util_verifiability,44,5,invalid,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,5,1,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,5,2,0,0.0,788
cot_sft,cot,rev_util_verifiability,44,5,3,2,0.0025380710659898475,788
cot_sft,cot,rev_util_verifiability,44,5,4,4,0.005076142131979695,788
cot_sft,cot,rev_util_verifiability,44,5,5,18,0.02284263959390863,788
